id,commune_name,commune_name_ascii,daira_name,daira_name_ascii,wilaya_code,wilaya_name,wilaya_name_ascii,osm_id
293,الشبلي,Chebli,بوعينان,Bouinan,09,البليدة,Blida,3827714
294,الشفة,Chiffa,موزاية,Mouzaia,09,البليدة,Blida,2621615
295,الشريعة,Chrea,أولاد يعيش,Ouled Yaich,09,البليدة,Blida,2621789
296,جبابرة,Djebabra,مفتاح,Meftah,09,البليدة,Blida,1299267
297,العفرون,El-Affroun,العفرون,El Affroun,09,البليدة,Blida,2614958
298,قرواو,Guerrouaou,بوفاريك,Boufarik,09,البليدة,Blida,3827421
299,حمام ملوان,Hammam Elouane,بوقرة,Bougara,09,البليدة,Blida,2621816
300,الأربعاء,Larbaa,الأربعاء,Larbaa,09,البليدة,Blida,1299237
301,مفتاح,Meftah,مفتاح,Meftah,09,البليدة,Blida,1299236
302,موزاية,Mouzaia,موزاية,Mouzaia,09,البليدة,Blida,2617049
303,وادي جر,Oued  Djer,العفرون,El Affroun,09,البليدة,Blida,2614832
304,وادي العلايق,Oued El Alleug,وادي العلايق,Oued El Alleug,09,البليدة,Blida,3825025
305,اولاد سلامة,Ouled Slama,بوقرة,Bougara,09,البليدة,Blida,3828802
306,أولاد يعيش,Ouled Yaich,أولاد يعيش,Ouled Yaich,09,البليدة,Blida,3825582
307,صوحان,Souhane,الأربعاء,Larbaa,09,البليدة,Blida,3830116
308,الصومعة,Soumaa,بوفاريك,Boufarik,09,البليدة,Blida,3827610
309,أغبالو,Aghbalou,مشد الله,M'chedallah,10,البويرة,Bouira,3397589
310,أهل القصر,Ahl El Ksar,بشلول,Bechloul,10,البويرة,Bouira,3403768
311,عين الحجر,Ain El Hadjar,عين بسام,Ain Bessem,10,البويرة,Bouira,3420998
312,عين العلوي,Ain Laloui,عين بسام,Ain Bessem,10,البويرة,Bouira,3420252
313,عين الترك,Ain Turk,البويرة,Bouira,10,البويرة,Bouira,3421330
314,عين بسام,Ain-Bessem,عين بسام,Ain Bessem,10,البويرة,Bouira,3303478
315,أيت لعزيز,Ait Laaziz,البويرة,Bouira,10,البويرة,Bouira,3416156
316,أعمر,Aomar,القادرية,Kadiria,10,البويرة,Bouira,3422623
317,بشلول,Bechloul,بشلول,Bechloul,10,البويرة,Bouira,3413543
318,بئر غبالو,Bir Ghbalou,بئر غبالو,Bir Ghbalou,10,البويرة,Bouira,3297140
319,برج أوخريص,Bordj Okhriss,برج أوخريص,Bordj Okhriss,10,البويرة,Bouira,3399110
320,بودربالة,Bouderbala,الأخضرية,Lakhdaria,10,البويرة,Bouira,3445431
321,البويرة,Bouira,البويرة,Bouira,10,البويرة,Bouira,3416774
322,بوكرم,Boukram,الأخضرية,Lakhdaria,10,البويرة,Bouira,3443670
323,شرفة,Chorfa,مشد الله,M'chedallah,10,البويرة,Bouira,3397401
324,الدشمية,Dechmia,سور الغزلان,Sour El Ghozlane,10,البويرة,Bouira,3279197
325,ديرة,Dirah,سور الغزلان,Sour El Ghozlane,10,البويرة,Bouira,3202071
326,جباحية,Djebahia,القادرية,Kadiria,10,البويرة,Bouira,3423129
327,العجيبة,El Adjiba,بشلول,Bechloul,10,البويرة,Bouira,3412721
328,الأسنام,El Asnam,بشلول,Bechloul,10,البويرة,Bouira,3414084
329,الهاشمية,El Hachimia,الهاشمية,El Hachimia,10,البويرة,Bouira,3403218
330,الخبوزية,El Khabouzia,بئر غبالو,Bir Ghbalou,10,البويرة,Bouira,3302416
331,الحاكمية,El-Hakimia,سور الغزلان,Sour El Ghozlane,10,البويرة,Bouira,3400553
332,المقراني,El-Mokrani,سوق الخميس,Souk El Khemis,10,البويرة,Bouira,3435135
333,قرومة,Guerrouma,الأخضرية,Lakhdaria,10,البويرة,Bouira,3443260
334,الحجرة الزرقاء,Hadjera Zerga,برج أوخريص,Bordj Okhriss,10,البويرة,Bouira,3202034
335,حيزر,Haizer,الحيزر,Haizer,10,البويرة,Bouira,3414631
336,حنيف,Hanif,مشد الله,M'chedallah,10,البويرة,Bouira,3390920
337,قادرية,Kadiria,القادرية,Kadiria,10,البويرة,Bouira,3459499
338,الأخضرية,Lakhdaria,الأخضرية,Lakhdaria,10,البويرة,Bouira,3827782
339,أمشدالة,M Chedallah,مشد الله,M'chedallah,10,البويرة,Bouira,3398694
340,معلة,Maala,الأخضرية,Lakhdaria,10,البويرة,Bouira,3445352
341,المعمورة,Maamora,سور الغزلان,Sour El Ghozlane,10,البويرة,Bouira,3278688
342,مزدور,Mezdour,برج أوخريص,Bordj Okhriss,10,البويرة,Bouira,3201914
343,وادي البردي,Oued El Berdi,الهاشمية,El Hachimia,10,البويرة,Bouira,3403611
344,أولاد راشد,Ouled Rached,بشلول,Bechloul,10,البويرة,Bouira,3398839
345,روراوة,Raouraoua,بئر غبالو,Bir Ghbalou,10,البويرة,Bouira,3279505
346,ريدان,Ridane,سور الغزلان,Sour El Ghozlane,10,البويرة,Bouira,3279012
347,سحاريج,Saharidj,مشد الله,M'chedallah,10,البويرة,Bouira,3397675
348,سوق الخميس,Souk El Khemis,سوق الخميس,Souk El Khemis,10,البويرة,Bouira,3435106
349,سور الغزلان,Sour El Ghozlane,سور الغزلان,Sour El Ghozlane,10,البويرة,Bouira,3303641
350,تاغزوت,Taghzout,الحيزر,Haizer,10,البويرة,Bouira,3414766
351,تاقديت,Taguedite,برج أوخريص,Bordj Okhriss,10,البويرة,Bouira,2971955
352,آث  منصور,Ath Mansour,مشد الله,M'chedallah,10,البويرة,Bouira,3390977
353,زبربر,Z'barbar (El Isseri ),الأخضرية,Lakhdaria,10,البويرة,Bouira,3441846
354,ابلسة,Abelsa,سيلت,Silet,11,تمنراست,Tamanrasset,4175367
355,عين امقل,Ain Amguel,تمنراست,Tamanrasset,11,تمنراست,Tamanrasset,4885375565
356,عين قزام,Ain Guezzam,عين قزام,In Guezzam,54,عين قزام,In Guezzam,4175372
357,عين صالح,Ain Salah,عين صالح,In Salah,53,عين صالح,In Salah,4175373
358,فقارة الزوى,Foggaret Ezzoua,عين صالح,In Salah,53,عين صالح,In Salah,4175368
359,أدلس,Idles,تاظروك,Tazrouk,11,تمنراست,Tamanrasset,4175369
360,إينغر,Inghar,إينغر,In Ghar,53,عين صالح,In Salah,4175371
361,تمنراست,Tamanrasset,تمنراست,Tamanrasset,11,تمنراست,Tamanrasset,4175374
362,تاظروك,Tazrouk,تاظروك,Tazrouk,11,تمنراست,Tamanrasset,4175375
363,تين زواتين,Tin Zouatine,تين زواتين,Tin Zouatine,54,عين قزام,In Guezzam,4175376
364,عين الزرقاء,Ain Zerga,الونزة,Ouenza,12,تبسة,Tébessa,6618826
365,بجن,Bedjene,العقلة,El Ogla,12,تبسة,Tébessa,6618827
366,بكارية,Bekkaria,الكويف,El Kouif,12,تبسة,Tébessa,6618828
367,بئر الذهب,Bir Dheheb,مرسط,Morsott,12,تبسة,Tébessa,6618829
368,بئر مقدم,Bir Mokkadem,بئر مقدم,Bir Mokadem,12,تبسة,Tébessa,6618830
369,بئر العاتر,Bir-El-Ater,بئر العاتر,Bir El Ater,12,تبسة,Tébessa,6618831
370,بوخضرة,Boukhadra,العوينات,El Aouinet,12,تبسة,Tébessa,6618832
371,بولحاف الدير,Boulhaf Dyr,الكويف,El Kouif,12,تبسة,Tébessa,6618833
372,الشريعة,Cheria,الشريعة,Cheria,12,تبسة,Tébessa,6618834
373,الكويف,El Kouif,الكويف,El Kouif,12,تبسة,Tébessa,6618837
374,الماء الابيض,El Malabiod,الماء الابيض,El Malabiod,12,تبسة,Tébessa,6618838
375,المريج,El Meridj,الونزة,Ouenza,12,تبسة,Tébessa,6618839
376,المزرعة,El Mezeraa,العقلة,El Ogla,12,تبسة,Tébessa,6618840
377,العقلة,El Ogla,العقلة,El Ogla,12,تبسة,Tébessa,6618841
378,العقلة المالحة,El Ogla El Malha,بئر العاتر,Bir El Ater,12,تبسة,Tébessa,6618847
379,العوينات,El-Aouinet,العوينات,El Aouinet,12,تبسة,Tébessa,2907855
380,الحويجبات,El-Houidjbet,الماء الابيض,El Malabiod,12,تبسة,Tébessa,6618836
381,فركان,Ferkane,نقرين,Negrine,12,تبسة,Tébessa,6618842
382,قريقر,Guorriguer,بئر مقدم,Bir Mokadem,12,تبسة,Tébessa,6618843
383,الحمامات,Hammamet,بئر مقدم,Bir Mokadem,12,تبسة,Tébessa,6618844
384,مرسط,Morsott,مرسط,Morsott,12,تبسة,Tébessa,6618845
385,نقرين,Negrine,نقرين,Negrine,12,تبسة,Tébessa,6618846
386,الونزة,Ouenza,الونزة,Ouenza,12,تبسة,Tébessa,6618848
387,أم علي,Oum Ali,أم علي,Oum Ali,12,تبسة,Tébessa,6618849
388,صفصاف الوسرى,Saf Saf El Ouesra,أم علي,Oum Ali,12,تبسة,Tébessa,6618850
389,سطح قنطيس,Stah Guentis,العقلة,El Ogla,12,تبسة,Tébessa,6618851
390,تبسة,Tebessa,تبسة,Tebessa,12,تبسة,Tébessa,2814580
391,ثليجان,Telidjen,الشريعة,Cheria,12,تبسة,Tébessa,6618852
392,عين فتاح,Ain Fetah,فلاوسن,Fellaoucene,13,تلمسان,Tlemcen,6666546
393,عين فزة,Ain Fezza,شتوان,Chetouane,13,تلمسان,Tlemcen,6666547
394,عين غرابة,Ain Ghoraba,منصورة,Mansourah,13,تلمسان,Tlemcen,6666548
395,عين الكبيرة,Ain Kebira,فلاوسن,Fellaoucene,13,تلمسان,Tlemcen,6666549
396,عين النحالة,Ain Nehala,عين تالوت,Ain Tellout,13,تلمسان,Tlemcen,5836689
397,عين تالوت,Ain Tellout,عين تالوت,Ain Tellout,13,تلمسان,Tlemcen,6666550
398,عين يوسف,Ain Youcef,الرمشي,Remchi,13,تلمسان,Tlemcen,6666551
399,عمير,Amieur,شتوان,Chetouane,13,تلمسان,Tlemcen,6666544
400,باب العسة,Bab El Assa,باب العسة,Bab El Assa,13,تلمسان,Tlemcen,6666552
401,بني بهدل,Beni Bahdel,بني سنوس,Beni Snous,13,تلمسان,Tlemcen,6666553
402,بني بوسعيد,Beni Boussaid,بني بوسعيد,Beni Boussaid,13,تلمسان,Tlemcen,6666554
403,بني خلاد,Beni Khellad,هنين,Honnaine,13,تلمسان,Tlemcen,6666555
404,بني مستر,Beni Mester,منصورة,Mansourah,13,تلمسان,Tlemcen,5265113
405,بني وارسوس,Beni Ouarsous,الرمشي,Remchi,13,تلمسان,Tlemcen,6666556
406,بني صميل,Beni Smiel,أولاد ميمون,Ouled Mimoun,13,تلمسان,Tlemcen,6666557
407,بني سنوس,Beni Snous,بني سنوس,Beni Snous,13,تلمسان,Tlemcen,6666558
408,بن سكران,Bensekrane,بن سكران,Bensekrane,13,تلمسان,Tlemcen,5836758
409,بوحلو,Bouhlou,صبرة,Sabra,13,تلمسان,Tlemcen,6666559
410,البويهي,Bouihi,سيدي الجيلالي,Sidi Djillali,13,تلمسان,Tlemcen,6666588
411,شتوان,Chetouane,شتوان,Chetouane,13,تلمسان,Tlemcen,4589407
412,دار يغمراسن,Dar Yaghmoracen,الغزوات,Ghazaouet,13,تلمسان,Tlemcen,6666561
413,جبالة,Djebala,ندرومة,Nedroma,13,تلمسان,Tlemcen,6666562
414,العريشة,El Aricha,سبدو,Sebdou,13,تلمسان,Tlemcen,6666587
415,العزايل,Azail,بني سنوس,Beni Snous,13,تلمسان,Tlemcen,6666545
416,الفحول,El Fehoul,الرمشي,Remchi,13,تلمسان,Tlemcen,6666563
417,القور,El Gor,سبدو,Sebdou,13,تلمسان,Tlemcen,6666560
418,فلاوسن,Fellaoucene,فلاوسن,Fellaoucene,13,تلمسان,Tlemcen,6666564
419,الغزوات,Ghazaouet,الغزوات,Ghazaouet,13,تلمسان,Tlemcen,6666565
420,حمام بوغرارة,Hammam Boughrara,مغنية,Maghnia,13,تلمسان,Tlemcen,6666566
421,الحناية,Hennaya,الحناية,Hennaya,13,تلمسان,Tlemcen,6666567
422,هنين,Honnaine,هنين,Honnaine,13,تلمسان,Tlemcen,6666568
423,مغنية,Maghnia,مغنية,Maghnia,13,تلمسان,Tlemcen,6666570
424,منصورة,Mansourah,منصورة,Mansourah,13,تلمسان,Tlemcen,4291183
425,مرسى بن مهيدي,Marsa Ben M'hidi,مرسى بن مهيدي,Marsa Ben Mehdi,13,تلمسان,Tlemcen,4586232
426,مسيردة الفواقة,M'sirda Fouaga,مرسى بن مهيدي,Marsa Ben Mehdi,13,تلمسان,Tlemcen,6666569
427,ندرومة,Nedroma,ندرومة,Nedroma,13,تلمسان,Tlemcen,6666571
428,وادي الخضر,Oued Lakhdar,أولاد ميمون,Ouled Mimoun,13,تلمسان,Tlemcen,6666572
429,أولاد ميمون,Ouled Mimoun,أولاد ميمون,Ouled Mimoun,13,تلمسان,Tlemcen,6666573
430,أولاد رياح,Ouled Riyah,الحناية,Hennaya,13,تلمسان,Tlemcen,6666574
431,الرمشي,Remchi,الرمشي,Remchi,13,تلمسان,Tlemcen,6666575
432,صبرة,Sabra,صبرة,Sabra,13,تلمسان,Tlemcen,6666576
433,سبعة شيوخ,Sebbaa Chioukh,الرمشي,Remchi,13,تلمسان,Tlemcen,6666577
434,سبدو,Sebdou,سبدو,Sebdou,13,تلمسان,Tlemcen,6666578
435,سيدي العبدلي,Sidi Abdelli,بن سكران,Bensekrane,13,تلمسان,Tlemcen,5836649
436,سيدي الجيلالي,Sidi Djillali,سيدي الجيلالي,Sidi Djillali,13,تلمسان,Tlemcen,6666589
437,سيدي مجاهد,Sidi Medjahed,بني بوسعيد,Beni Boussaid,13,تلمسان,Tlemcen,6666579
438,السواحلية,Souahlia,الغزوات,Ghazaouet,13,تلمسان,Tlemcen,6666581
439,السواني,Souani,باب العسة,Bab El Assa,13,تلمسان,Tlemcen,6666582
440,سوق الثلاثاء,Souk Tleta,باب العسة,Bab El Assa,13,تلمسان,Tlemcen,839605872
441,تيرني بني هديل,Terny Beni Hediel,منصورة,Mansourah,13,تلمسان,Tlemcen,6666584
442,تيانت,Tianet,الغزوات,Ghazaouet,13,تلمسان,Tlemcen,6666585
443,تلمسان,Tlemcen,تلمسان,Tlemcen,13,تلمسان,Tlemcen,4291172
444,زناتة,Zenata,الحناية,Hennaya,13,تلمسان,Tlemcen,6666586
445,عين بوشقيف,Ain Bouchekif,دحموني,Dahmouni,14,تيارت,Tiaret,6545416
446,عين الذهب,Ain Deheb,عين الذهب,Ain Deheb,14,تيارت,Tiaret,6545417
447,عين دزاريت,Ain Dzarit,مهدية,Mahdia,14,تيارت,Tiaret,6545415
448,عين الحديد,Ain El Hadid,فرندة,Frenda,14,تيارت,Tiaret,6545418
449,عين كرمس,Ain Kermes,عين كرمس,Ain Kermes,14,تيارت,Tiaret,6545419
450,بوقرة,Bougara,حمادية,Hamadia,14,تيارت,Tiaret,6545420
451,شحيمة,Chehaima,عين الذهب,Ain Deheb,14,تيارت,Tiaret,6545421
452,دحموني,Dahmouni,دحموني,Dahmouni,14,تيارت,Tiaret,6545422
453,جبيلات الرصفاء,Djebilet Rosfa,عين كرمس,Ain Kermes,14,تيارت,Tiaret,6545423
454,جيلالي بن عمار,Djillali Ben Amar,مشرع الصفا,Mechraa Sfa,14,تيارت,Tiaret,6545424
455,الفايجة,Faidja,السوقر,Sougueur,14,تيارت,Tiaret,6545425
456,فرندة,Frenda,فرندة,Frenda,14,تيارت,Tiaret,6545426
457,قرطوفة,Guertoufa,رحوية,Rahouia,14,تيارت,Tiaret,6545427
458,حمادية,Hamadia,حمادية,Hamadia,14,تيارت,Tiaret,6545428
459,قصر الشلالة,Ksar Chellala,قصر الشلالة,Ksar Chellala,14,تيارت,Tiaret,4290194
460,مادنة,Madna,عين كرمس,Ain Kermes,14,تيارت,Tiaret,6545429
461,مهدية,Mahdia,مهدية,Mahdia,14,تيارت,Tiaret,6545430
462,مشرع الصفا,Mechraa Safa,مشرع الصفا,Mechraa Sfa,14,تيارت,Tiaret,6545431
463,مدريسة,Medrissa,عين كرمس,Ain Kermes,14,تيارت,Tiaret,6545432
464,مدروسة,Medroussa,مدروسة,Medroussa,14,تيارت,Tiaret,6545433
465,مغيلة,Meghila,مغيلة,Meghila,14,تيارت,Tiaret,6545483
466,ملاكو,Mellakou,مدروسة,Medroussa,14,تيارت,Tiaret,6545435
467,الناظورة,Nadorah,مهدية,Mahdia,14,تيارت,Tiaret,6545436
468,النعيمة,Naima,عين الذهب,Ain Deheb,14,تيارت,Tiaret,6545437
469,وادي ليلي,Oued Lilli,وادي ليلي,Oued Lili,14,تيارت,Tiaret,6545438
470,الرحوية,Rahouia,رحوية,Rahouia,14,تيارت,Tiaret,6545439
471,الرشايقة,Rechaiga,حمادية,Hamadia,14,تيارت,Tiaret,6545440
472,السبعين,Sebaine,مهدية,Mahdia,14,تيارت,Tiaret,6545441
473,السبت,Sebt,مغيلة,Meghila,14,تيارت,Tiaret,6545434
474,سرغين,Serghine,قصر الشلالة,Ksar Chellala,14,تيارت,Tiaret,4290220
475,سي عبد الغني,Si Abdelghani,السوقر,Sougueur,14,تيارت,Tiaret,6545442
476,سيدي عبد الرحمن,Sidi Abderrahmane,عين كرمس,Ain Kermes,14,تيارت,Tiaret,6545443
477,سيدي علي ملال,Sidi Ali Mellal,وادي ليلي,Oued Lili,14,تيارت,Tiaret,6545444
478,سيدي بختي,Sidi Bakhti,مدروسة,Medroussa,14,تيارت,Tiaret,6545445
479,سيدي حسني,Sidi Hosni,مغيلة,Meghila,14,تيارت,Tiaret,6545446
480,السوقر,Sougueur,السوقر,Sougueur,14,تيارت,Tiaret,6545447
481,تاقدمت,Tagdempt,مشرع الصفا,Mechraa Sfa,14,تيارت,Tiaret,6545448
482,تخمرت,Takhemaret,فرندة,Frenda,14,تيارت,Tiaret,6545449
483,تيارت,Tiaret,تيارت,Tiaret,14,تيارت,Tiaret,6545450
484,تيدة,Tidda,وادي ليلي,Oued Lili,14,تيارت,Tiaret,6545451
485,توسنينة,Tousnina,السوقر,Sougueur,14,تيارت,Tiaret,6545452
486,زمالة  الأمير عبد القادر,Zmalet El Emir Abdelkade,قصر الشلالة,Ksar Chellala,14,تيارت,Tiaret,4290303
487,أبي يوسف,Abi-Youcef,عين الحمام,Ain El Hammam,15,تيزي وزو,Tizi Ouzou,4279944
488,أغريب,Aghribs,أزفون,Azeffoun,15,تيزي وزو,Tizi Ouzou,4285438
489,أقني قغران,Agouni-Gueghrane,واضية,Ouadhias,15,تيزي وزو,Tizi Ouzou,4291805
490,عين الحمام,Ain-El-Hammam,عين الحمام,Ain El Hammam,15,تيزي وزو,Tizi Ouzou,4288602
491,عين الزاوية,Ain-Zaouia,ذراع الميزان,Draa El Mizan,15,تيزي وزو,Tizi Ouzou,4293792
492,أيت عقـواشة,Ait Aggouacha,الأربعاء ناث إيراثن,Larbaa Nath Iraten,15,تيزي وزو,Tizi Ouzou,4288585
493,أيت بــوادو,Ait Bouaddou,واضية,Ouadhias,15,تيزي وزو,Tizi Ouzou,4292593
494,أيت بومهدي,Ait Boumahdi,واسيف,Ouacif,15,تيزي وزو,Tizi Ouzou,4289197
495,أيت خليلي,Ait Khellili,مقلع,Mekla,15,تيزي وزو,Tizi Ouzou,4285690
496,أيت يحي موسى,Ait Yahia Moussa,ذراع الميزان,Draa El Mizan,15,تيزي وزو,Tizi Ouzou,4293723
497,أيت عيسى ميمون,Ait-Aissa-Mimoun,واقنون,Ouaguenoun,15,تيزي وزو,Tizi Ouzou,3080944
498,أيت شافع,Ait-Chafaa,أزفون,Azeffoun,15,تيزي وزو,Tizi Ouzou,4285400
499,أيت محمود,Ait-Mahmoud,بني دوالة,Beni Douala,15,تيزي وزو,Tizi Ouzou,4292443
500,أيت  أومالو,Ait-Oumalou,تيزي راشد,Tizi Rached,15,تيزي وزو,Tizi Ouzou,4285835
501,أيت تودرت,Ait-Toudert,واسيف,Ouacif,15,تيزي وزو,Tizi Ouzou,4289238
502,أيت يحيى,Ait-Yahia,عين الحمام,Ain El Hammam,15,تيزي وزو,Tizi Ouzou,2175824
503,اقبيل,Akbil,عين الحمام,Ain El Hammam,15,تيزي وزو,Tizi Ouzou,4288635
504,أقرو,Akerrou,أزفون,Azeffoun,15,تيزي وزو,Tizi Ouzou,4285411
505,أسي يوسف,Assi-Youcef,بوغني,Boghni,15,تيزي وزو,Tizi Ouzou,4293167
506,عزازقة,Azazga,عزازقة,Azazga,15,تيزي وزو,Tizi Ouzou,4280112
507,أزفون,Azeffoun,أزفون,Azeffoun,15,تيزي وزو,Tizi Ouzou,4285456
508,بنــــي زمنزار,Beni Zmenzer,بني دوالة,Beni Douala,15,تيزي وزو,Tizi Ouzou,4292527
509,بني عيسي,Beni-Aissi,بني دوالة,Beni Douala,15,تيزي وزو,Tizi Ouzou,4291589
510,بني دوالة,Beni-Douala,بني دوالة,Beni Douala,15,تيزي وزو,Tizi Ouzou,4292506
511,بني يني,Beni-Yenni,بني يني,Benni Yenni,15,تيزي وزو,Tizi Ouzou,4289177
512,بني زيكــي,Beni-Zikki,بوزقن,Bouzeguene,15,تيزي وزو,Tizi Ouzou,2175827
513,بوغني,Boghni,بوغني,Boghni,15,تيزي وزو,Tizi Ouzou,4293648
514,بوجيمة,Boudjima,ماكودة,Makouda,15,تيزي وزو,Tizi Ouzou,3274166
515,بونوح,Bounouh,بوغني,Boghni,15,تيزي وزو,Tizi Ouzou,4293695
516,بوزقــن,Bouzeguene,بوزقن,Bouzeguene,15,تيزي وزو,Tizi Ouzou,2175826
517,ذراع بن خدة,Draa-Ben-Khedda,ذراع بن خدة,Draa Ben Khedda,15,تيزي وزو,Tizi Ouzou,4285617
518,ذراع الميزان,Draa-El-Mizan,ذراع الميزان,Draa El Mizan,15,تيزي وزو,Tizi Ouzou,4293703
519,فريحة,Freha,عزازقة,Azazga,15,تيزي وزو,Tizi Ouzou,3079569
520,فريقات,Frikat,ذراع الميزان,Draa El Mizan,15,تيزي وزو,Tizi Ouzou,4293699
521,إبودرارن,Iboudrarene,بني يني,Benni Yenni,15,تيزي وزو,Tizi Ouzou,4288710
522,إيجــار,Idjeur,بوزقن,Bouzeguene,15,تيزي وزو,Tizi Ouzou,2177075
523,إفــرحــونان,Iferhounene,إفرحونان,Iferhounene,15,تيزي وزو,Tizi Ouzou,2170762
524,إيفيغاء,Ifigha,عزازقة,Azazga,15,تيزي وزو,Tizi Ouzou,2175825
525,إفليـــسن,Iflissen,تيقزيرت,Tigzirt,15,تيزي وزو,Tizi Ouzou,4285481
526,إيلـيــلتـن,Illilten,إفرحونان,Iferhounene,15,تيزي وزو,Tizi Ouzou,2170759
527,إيلولة أومـــالو,Illoula Oumalou,بوزقن,Bouzeguene,15,تيزي وزو,Tizi Ouzou,2170761
528,إمســوحال,Imsouhal,إفرحونان,Iferhounene,15,تيزي وزو,Tizi Ouzou,2175823
529,إيرجـــن,Irdjen,الأربعاء ناث إيراثن,Larbaa Nath Iraten,15,تيزي وزو,Tizi Ouzou,4285909
530,الأربعــاء ناث إيراثن,Larbaa Nath Irathen,الأربعاء ناث إيراثن,Larbaa Nath Iraten,15,تيزي وزو,Tizi Ouzou,4286304
531,معـــاتقة,Maatkas,معاتقة,Maatkas,15,تيزي وزو,Tizi Ouzou,4293796
532,ماكودة,Makouda,ماكودة,Makouda,15,تيزي وزو,Tizi Ouzou,3499472
533,مشطراس,Mechtras,بوغني,Boghni,15,تيزي وزو,Tizi Ouzou,4293793
534,مقــلع,Mekla,مقلع,Mekla,15,تيزي وزو,Tizi Ouzou,4285700
535,ميزرانـــة,Mizrana,تيقزيرت,Tigzirt,15,تيزي وزو,Tizi Ouzou,4285550
536,مكيرة,M'kira,تيزي غنيف,Tizi-Ghenif,15,تيزي وزو,Tizi Ouzou,4293722
537,واسيف,Ouacif,واسيف,Ouacif,15,تيزي وزو,Tizi Ouzou,4289193
538,واضية,Ouadhias,واضية,Ouadhias,15,تيزي وزو,Tizi Ouzou,2610398988
539,واقنون,Ouaguenoun,واقنون,Ouaguenoun,15,تيزي وزو,Tizi Ouzou,3080287
540,سيدي نعمان,Sidi Namane,ذراع بن خدة,Draa Ben Khedda,15,تيزي وزو,Tizi Ouzou,4279910
541,صوامـــع,Souama,مقلع,Mekla,15,تيزي وزو,Tizi Ouzou,6547262
542,سوق الإثنين,Souk-El-Tenine,معاتقة,Maatkas,15,تيزي وزو,Tizi Ouzou,4293795
543,تادمايت,Tadmait,ذراع بن خدة,Draa Ben Khedda,15,تيزي وزو,Tizi Ouzou,4285627
544,تيقـزيرت,Tigzirt,تيقزيرت,Tigzirt,15,تيزي وزو,Tizi Ouzou,4285531
545,تيمـيزار,Timizart,واقنون,Ouaguenoun,15,تيزي وزو,Tizi Ouzou,3274799
546,تيرمتين,Tirmitine,ذراع بن خدة,Draa Ben Khedda,15,تيزي وزو,Tizi Ouzou,4293797
547,تيزي نثلاثة,Tizi N'tleta,واضية,Ouadhias,15,تيزي وزو,Tizi Ouzou,4292807
548,تيزي غنيف,Tizi-Gheniff,تيزي غنيف,Tizi-Ghenif,15,تيزي وزو,Tizi Ouzou,4293716
549,تيزي وزو,Tizi-Ouzou,تيزي وزو,Tizi Ouzou,15,تيزي وزو,Tizi Ouzou,3081643
550,تيزي راشد,Tizi-Rached,تيزي راشد,Tizi Rached,15,تيزي وزو,Tizi Ouzou,4285748
551,إعــكورن,Yakourene,عزازقة,Azazga,15,تيزي وزو,Tizi Ouzou,2177213
552,يطــافن,Yatafene,بني يني,Benni Yenni,15,تيزي وزو,Tizi Ouzou,4288664
553,زكري,Zekri,عزازقة,Azazga,15,تيزي وزو,Tizi Ouzou,4285366
554,عين بنيان,Ain Benian,الشراقة,Cheraga,16,الجزائر,Alger,542350
555,عين طاية,Ain Taya,الدار البيضاء,Dar El Beida,16,الجزائر,Alger,157460
556,الجزائر الوسطى,Alger Centre,سيدي امحمد,Sidi M'hamed,16,الجزائر,Alger,157183
557,باب الوادي,Bab El Oued,باب الوادي,Bab El Oued,16,الجزائر,Alger,157185
558,باب الزوار,Bab Ezzouar,الدار البيضاء,Dar El Beida,16,الجزائر,Alger,157508
559,بابا حسن,Baba Hassen,الدرارية,Draria,16,الجزائر,Alger,541086
560,باش جراح,Bachedjerah,الحراش,El Harrach,16,الجزائر,Alger,542690
561,براقي,Baraki,براقي,Baraki,16,الجزائر,Alger,540550
562,ابن عكنون,Ben Aknoun,بوزريعة,Bouzareah,16,الجزائر,Alger,544814
563,بني مسوس,Beni Messous,بوزريعة,Bouzareah,16,الجزائر,Alger,542466
564,بئر مراد رايس,Bir Mourad Rais,بئر مراد رايس,Bir Mourad Rais,16,الجزائر,Alger,545896
565,بئر خادم,Birkhadem,بئر مراد رايس,Bir Mourad Rais,16,الجزائر,Alger,546311
566,بئر توتة,Bir Touta,بئر توتة,Birtouta,16,الجزائر,Alger,540555
567,بولوغين بن زيري,Bologhine Ibnou Ziri,باب الوادي,Bab El Oued,16,الجزائر,Alger,548210
568,برج البحري,Bordj El Bahri,الدار البيضاء,Dar El Beida,16,الجزائر,Alger,157478
569,برج الكيفان,Bordj El Kiffan,الدار البيضاء,Dar El Beida,16,الجزائر,Alger,157472
570,بوروبة,Bourouba,الحراش,El Harrach,16,الجزائر,Alger,795988394
571,بوزريعة,Bouzareah,بوزريعة,Bouzareah,16,الجزائر,Alger,542498
572,القصبة,Casbah,باب الوادي,Bab El Oued,16,الجزائر,Alger,157184
573,الشراقة,Cheraga,الشراقة,Cheraga,16,الجزائر,Alger,542318
574,الدار البيضاء,Dar El Beida,الدار البيضاء,Dar El Beida,16,الجزائر,Alger,2641137540
575,دالي ابراهيم,Dely Ibrahim,الشراقة,Cheraga,16,الجزائر,Alger,544840
576,جسر قسنطينة,Djasr Kasentina,بئر مراد رايس,Bir Mourad Rais,16,الجزائر,Alger,2711708
